WigleWifi-1.4,appRelease=2.26,model=Redmi Note 4,release=6.0,device=nikel,display=MRA58K,board=unknown,brand=Xiaomi
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
ec:8c:a2:08:4e:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-94,32.1072521428569,35.1825776190474,0,38.2477378845215,WIFI
ec:8c:a2:09:8c:78,Ariel_University,[ESS],1970-01-01 02:00:00,1,-88,32.1072521428569,35.1825776190474,0,38.2477378845215,WIFI
1c:b9:c4:96:06:37,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-77,32.1072521428569,35.1825776190474,0,38.2477378845215,WIFI
1c:b9:c4:95:36:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-82,32.1072521428569,35.1825776190474,0,38.2477378845215,WIFI
ec:8c:a2:08:4e:f8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-81,32.1072521428569,35.1825776190474,0,38.2477378845215,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-81,32.1055964285713,35.1929911904761,0,38.2477378845215,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-79,32.1055964285713,35.1929911904761,0,38.2477378845215,WIFI
1c:b9:c4:14:2b:18,Ariel_University,[ESS],1970-01-01 02:00:00,11,-71,32.1055964285713,35.1929911904761,0,38.2477378845215,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-92,32.1055964285713,35.1929911904761,0,38.2477378845215,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],1970-01-01 02:00:00,6,-80,32.1055964285713,35.1929911904761,0,38.2477378845215,WIFI
ec:8c:a2:08:94:58,Ariel_University,[ESS],1970-01-01 02:00:00,1,-75,32.1055964285713,35.1929911904761,0,38.2477378845215,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-79,32.1055964285713,35.1929911904761,0,38.2477378845215,WIFI
ec:8c:a2:08:94:5c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-94,32.1055964285713,35.1929911904761,0,38.2477378845215,WIFI
ec:8c:a2:08:4e:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-95,32.1055964285713,35.1929911904761,0,38.2477378845215,WIFI
ec:8c:a2:09:8c:78,Ariel_University,[ESS],1970-01-01 02:00:00,1,-78,32.1055964285713,35.1929911904761,0,38.2477378845215,WIFI
1c:b9:c4:96:06:37,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-77,32.1055964285713,35.1929911904761,0,38.2477378845215,WIFI
1c:b9:c4:95:36:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-91,32.1055964285713,35.1929911904761,0,38.2477378845215,WIFI
